committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256739,21B,500169909,1654184,ORG,ORGANIZATION,,,CAPITOL NATIONAL BANK,MI,,,,,BANK FEES,,,2022-10-18 00:00:00,25.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489331320,OTHER,,2022,SB,4120120221632545075,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256739,Other Federal Operating Expenditures,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256739,21B,500169895,1654184,ORG,ORGANIZATION,,,CAPITOL NATIONAL BANK,MI,,,,,BANK FEES,,,2022-10-18 00:00:00,5.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489331320,OTHER,,2022,SB,4120120221632545074,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256739,Other Federal Operating Expenditures,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256730,21B,500169917,1654184,ORG,ORGANIZATION,,,BYRUM AND FISK,MI,,,,,CONSULTING/STRATEGIC PLANNING,,,2022-10-18 00:00:00,17500.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592349093,EAST LANSING,488232415,OTHER,,2022,SB,4120120221632545047,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256730,Other Federal Operating Expenditures,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256729,21B,500168934,1654184,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-10-18 00:00:00,494.95,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592349093,SOMERVILLE,021443132,OTHER,,2022,SB,4120120221632545043,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256729,Other Federal Operating Expenditures,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256766,30B,500170047,1654184,PTY,POLITICAL PARTY COMMITTEE,C00010603,C00010603,DNC,DC,DNC,,,,TRAVEL OFFSET - BIDEN DETROIT VISIT,,,2022-10-17 00:00:00,21856.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592349093,WASHINGTON,200034024,OTHER,,2022,SB,4120120221632545149,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256766,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256739,21B,500169907,1654184,ORG,ORGANIZATION,,,CAPITOL NATIONAL BANK,MI,,,,,BANK FEES,,,2022-10-17 00:00:00,25.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489331320,OTHER,,2022,SB,4120120221632545073,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256739,Other Federal Operating Expenditures,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256738,21B,500169906,1654184,ORG,ORGANIZATION,,,CAPITOL NATIONAL BANK,MI,,,,,BANK FEES,,,2022-10-17 00:00:00,25.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489331320,OTHER,,2022,SB,4120120221632545072,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256738,Other Federal Operating Expenditures,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256738,21B,500169905,1654184,ORG,ORGANIZATION,,,CAPITOL NATIONAL BANK,MI,,,,,BANK FEES,,,2022-10-17 00:00:00,5.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489331320,OTHER,,2022,SB,4120120221632545071,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256738,Other Federal Operating Expenditures,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256738,21B,500169894,1654184,ORG,ORGANIZATION,,,CAPITOL NATIONAL BANK,MI,,,,,BANK FEES,,,2022-10-17 00:00:00,5.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489331320,OTHER,,2022,SB,4120120221632545070,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256738,Other Federal Operating Expenditures,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256737,21B,500169893,1654184,ORG,ORGANIZATION,,,CAPITOL NATIONAL BANK,MI,,,,,BANK FEES,,,2022-10-17 00:00:00,5.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489331320,OTHER,,2022,SB,4120120221632545069,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256737,Other Federal Operating Expenditures,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256728,21B,500168889,1654184,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-10-17 00:00:00,255.75,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592349093,SOMERVILLE,021443132,OTHER,,2022,SB,4120120221632545042,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256728,Other Federal Operating Expenditures,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256728,21B,500168888,1654184,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-10-16 00:00:00,1365.92,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592349093,SOMERVILLE,021443132,OTHER,,2022,SB,4120120221632545041,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256728,Other Federal Operating Expenditures,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256801,30B,500169857,1654184,IND,INDIVIDUAL,,,"ZOERMAN, AMBER",MI,,,,,SALARY,,,2022-10-15 00:00:00,1715.87,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,ZOERMAN,AMBER,,,,,,,,,,Y,,U,F3X,4102720221592349093,ZEELAND,49464,ADMINISTRATIVE,,2022,SB,4120120221632545254,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256801,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256800,30B,500169882,1654184,IND,INDIVIDUAL,,,"ZITTLEMAN, ALEXANDER",MI,,,,,SALARY,,,2022-10-15 00:00:00,985.36,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,ZITTLEMAN,ALEXANDER,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545253,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256800,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256800,30B,500169856,1654184,IND,INDIVIDUAL,,,"WOODBERRY, GARRICK",MI,,,,,SALARY,,,2022-10-15 00:00:00,1690.44,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,WOODBERRY,GARRICK,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545252,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256800,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256800,30B,500169855,1654184,IND,INDIVIDUAL,,,"WILLIAMS, JANELLE",MI,,,,,SALARY,,,2022-10-15 00:00:00,1526.88,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,WILLIAMS,JANELLE,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545251,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256800,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256799,30B,500169854,1654184,IND,INDIVIDUAL,,,"WEIGEL, HEATHER",MI,,,,,SALARY,,,2022-10-15 00:00:00,1690.43,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,WEIGEL,HEATHER,,,,,,,,,,Y,,U,F3X,4102720221592349093,YPSILANTI,481973178,ADMINISTRATIVE,,2022,SB,4120120221632545249,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256799,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256799,30B,500169853,1654184,IND,INDIVIDUAL,,,"WALTON, BENJAMIN",MI,,,,,SALARY,,,2022-10-15 00:00:00,2449.57,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,WALTON,BENJAMIN,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545248,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256799,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256798,30B,500169852,1654184,IND,INDIVIDUAL,,,"WALLER, MICHAEL",MI,,,,,SALARY,,,2022-10-15 00:00:00,1690.43,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,WALLER,MICHAEL,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545247,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256798,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256798,30B,500169851,1654184,IND,INDIVIDUAL,,,"WADE, ERIN NICOLE",MI,,,,,SALARY,,,2022-10-15 00:00:00,504.22,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,WADE,ERIN,NICOLE,,,,,,,,,Y,,U,F3X,4102720221592349093,DEARBORN,481242721,ADMINISTRATIVE,,2022,SB,4120120221632545246,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256798,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256798,30B,500169850,1654184,IND,INDIVIDUAL,,,"VOLTAIRE, STEVE",MI,,,,,SALARY,,,2022-10-15 00:00:00,2119.08,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,VOLTAIRE,STEVE,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545245,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256798,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256797,30B,500169849,1654184,IND,INDIVIDUAL,,,"VOLANTE, SARA",MI,,,,,SALARY,,,2022-10-15 00:00:00,1690.44,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,VOLANTE,SARA,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545244,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256797,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256797,30B,500169868,1654184,IND,INDIVIDUAL,,,"VERRELLI, ALYSSA N",MI,,,,,SALARY,,,2022-10-15 00:00:00,1595.31,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,VERRELLI,ALYSSA,N,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545243,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256797,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256797,30B,500169848,1654184,IND,INDIVIDUAL,,,"VAN VOORHEES, PARKER",MI,,,,,SALARY,,,2022-10-15 00:00:00,1699.29,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,VAN VOORHEES,PARKER,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545242,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256797,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256796,30B,500169847,1654184,IND,INDIVIDUAL,,,"URBANIAK, JOSHUA",MI,,,,,SALARY,,,2022-10-15 00:00:00,1927.09,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,URBANIAK,JOSHUA,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545241,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256796,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256796,30B,500169881,1654184,IND,INDIVIDUAL,,,"THOMAS, LAUREN",MI,,,,,SALARY,,,2022-10-15 00:00:00,651.43,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,THOMAS,LAUREN,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545240,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256796,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256794,30B,500169862,1654184,IND,INDIVIDUAL,,,"TAP, NATHANIEL",MI,,,,,SALARY,,,2022-10-15 00:00:00,1762.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,TAP,NATHANIEL,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545234,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256794,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256794,30B,500169846,1654184,IND,INDIVIDUAL,,,"TAGGART, TREY",MI,,,,,SALARY,,,2022-10-15 00:00:00,881.86,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,TAGGART,TREY,,,,,,,,,,Y,,U,F3X,4102720221592349093,LIVONIA,481521836,ADMINISTRATIVE,,2022,SB,4120120221632545233,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256794,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256793,30B,500169845,1654184,IND,INDIVIDUAL,,,"STREET, MEGAN",MI,,,,,SALARY,,,2022-10-15 00:00:00,1779.11,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,STREET,MEGAN,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545232,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256793,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,12G,202210279543256793,30B,500169867,1654184,IND,INDIVIDUAL,,,"SMOTRICH-BARR, ETAI",MI,,,,,SALARY,,,2022-10-15 00:00:00,2028.19,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,SMOTRICH-BARR,ETAI,,,,,,,,,,Y,,U,F3X,4102720221592349093,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4120120221632545231,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543256793,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
