committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126168,21B,B427ADB7FB3C046E8929,1653839,ORG,ORGANIZATION,,,"REACH RIGHT DIGITAL MARKETING, LLC",VI,,,,,FUNDRAISING GENERAL LIST RENTAL FEE,,,2022-10-17 00:00:00,18.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4102720221592348924,ST THOMAS,008021311,ADMINISTRATIVE,,2022,SB,4120120221632544646,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126168,Other Federal Operating Expenditures,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126167,21B,BFE3FC66648A54515A39,1653839,ORG,ORGANIZATION,,,POPACTA,FL,,,,,ONLINE FUNDRAISING FEE- NON CAND.,,,2022-10-17 00:00:00,58.50,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4102720221592348924,DEERFIELD BEACH,334411812,OTHER,,2022,SB,4120120221632544643,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126167,Other Federal Operating Expenditures,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126165,21B,B32CA537427834E2896C,1653839,ORG,ORGANIZATION,,,IMGE,VA,,,,,ONLINE FUNDRAISING FEE- NON CAND.,,,2022-10-17 00:00:00,151.54,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592348924,ALEXANDRIA,223143029,OTHER,,2022,SB,4120120221632544637,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126165,Other Federal Operating Expenditures,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126241,SL4B,B561D641D6E87427885A,1653839,PTY,POLITICAL PARTY COMMITTEE,C00041160,,MICHIGAN REPUBLICAN PARTY,MI,MICHIGAN REPUBLICAN PARTY,,20B,NON-FEDERAL DISBURSEMENT LEVIN (L-4B) VOTER I,,,,2022-10-14 00:00:00,141467.20,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592348924,LANSING,48933,OTHER,,2022,SB,4120120221632544687,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126241,Levin Funds,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126182,30B,BE4FC407C663140DF8ED,1653839,IND,INDIVIDUAL,,,"SMITH, JACOB MR.",MI,,,,,SALARIES,,,2022-10-14 00:00:00,1376.13,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,SMITH,JACOB,,,,,,,,,,Y,,U,F3X,4102720221592348924,GRAND LEDGE,488371642,OTHER,,2022,SB,4120120221632544684,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126182,Federal Election Activity Paid Entirely With Federal Funds,MR.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126180,30B,B2205838277174040B80,1653839,IND,INDIVIDUAL,,,"SANDS, JEFF MR.",MI,,,,,SALARIES,,,2022-10-14 00:00:00,1803.53,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,SANDS,JEFF,,,,,,,,,,Y,,U,F3X,4102720221592348924,BIRMINGHAM,480091422,OTHER,,2022,SB,4120120221632544679,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126180,Federal Election Activity Paid Entirely With Federal Funds,MR.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126180,30B,BBE8223B1269B4B6AB6B,1653839,IND,INDIVIDUAL,,,"POWELL, KELLY ELIZABETH MS.",MI,,,,,SALARIES,,,2022-10-14 00:00:00,1092.10,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,POWELL,KELLY,ELIZABETH,,,,,,,,,Y,,U,F3X,4102720221592348924,SOUTH LYON,481789319,OTHER,,2022,SB,4120120221632544677,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126180,Federal Election Activity Paid Entirely With Federal Funds,MS.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126179,30B,B2EF36175A0314A5482D,1653839,IND,INDIVIDUAL,,,"PILAR, MIGUEL MR.",MI,,,,,SALARIES,,,2022-10-14 00:00:00,1121.36,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,PILAR,MIGUEL,,,,,,,,,,Y,,U,F3X,4102720221592348924,LAKE ODESSA,488499566,OTHER,,2022,SB,4120120221632544676,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126179,Federal Election Activity Paid Entirely With Federal Funds,MR.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126179,30B,B1008E8598CE942FB8EB,1653839,IND,INDIVIDUAL,,,"MARIHUGH, VINCENT MR.",MI,,,,,SALARIES,,,2022-10-14 00:00:00,1028.90,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,MARIHUGH,VINCENT,,,,,,,,,,Y,,U,F3X,4102720221592348924,NEW BALTIMORE,480475548,OTHER,,2022,SB,4120120221632544674,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126179,Federal Election Activity Paid Entirely With Federal Funds,MR.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126178,30B,B9A1B7DAB57FF47B8B12,1653839,IND,INDIVIDUAL,,,"GUSTAFSON, DAN GERALD MR.",MI,,,,,SALARIES,,,2022-10-14 00:00:00,1807.47,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,GUSTAFSON,DAN,GERALD,,,,,,,,,Y,,U,F3X,4102720221592348924,EAST LANSING,488232726,OTHER,,2022,SB,4120120221632544673,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126178,Federal Election Activity Paid Entirely With Federal Funds,MR.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126178,30B,B9FDE2CC3D94848A9B38,1653839,IND,INDIVIDUAL,,,"COOK, TIMOTHY MR.",MI,,,,,SALARIES,,,2022-10-14 00:00:00,1395.54,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,COOK,TIMOTHY,,,,,,,,,,Y,,U,F3X,4102720221592348924,ROYAL OAK,480732623,OTHER,,2022,SB,4120120221632544671,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126178,Federal Election Activity Paid Entirely With Federal Funds,MR.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126177,30B,B8CD30BF7173E4D37A7E,1653839,IND,INDIVIDUAL,,,"CONNORS, EVAN MR.",MI,,,,,SALARIES,,,2022-10-14 00:00:00,1121.36,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,CONNORS,EVAN,,,,,,,,,,Y,,U,F3X,4102720221592348924,FLINT,485323000,OTHER,,2022,SB,4120120221632544670,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126177,Federal Election Activity Paid Entirely With Federal Funds,MR.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126176,30B,BCE47A691C97F42B4A63,1653839,ORG,ORGANIZATION,,,ADP INCORPORATED,KY,,,,,PAYROLL TAXES,,,2022-10-14 00:00:00,4127.05,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592348924,LOUISVILLE,402901006,OTHER,,2022,SB,4120120221632544665,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126176,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126173,21B,B6BDD3FF747864BDE84A,1653839,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CC PROCESSING FEES,,,2022-10-14 00:00:00,293.89,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4102720221592348924,ARLINGTON,222191891,OTHER,,2022,SB,4120120221632544660,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126173,Other Federal Operating Expenditures,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126169,21B,BF5EB24BCCDED4CD3A34,1653839,ORG,ORGANIZATION,,,RED RIVER DATA,SD,,,,,ONLINE FUNDRAISING FEE- NON CAND.,,,2022-10-14 00:00:00,9.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4102720221592348924,SIOUX FALLS,571037049,OTHER,,2022,SB,4120120221632544648,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126169,Other Federal Operating Expenditures,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126168,21B,B7BEBF045F2554F45955,1653839,ORG,ORGANIZATION,,,"REACH RIGHT DIGITAL MARKETING, LLC",VI,,,,,FUNDRAISING GENERAL LIST RENTAL FEE,,,2022-10-14 00:00:00,492.87,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4102720221592348924,ST THOMAS,008021311,ADMINISTRATIVE,,2022,SB,4120120221632544645,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126168,Other Federal Operating Expenditures,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126165,21B,B523CBBFCA3A34ABBBA6,1653839,ORG,ORGANIZATION,,,IMGE,VA,,,,,ONLINE FUNDRAISING FEE- NON CAND.,,,2022-10-14 00:00:00,238.03,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592348924,ALEXANDRIA,223143029,OTHER,,2022,SB,4120120221632544636,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126165,Other Federal Operating Expenditures,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126241,SL4B,B2905C1AF03F24DF6BF1,1653839,PTY,POLITICAL PARTY COMMITTEE,C00041160,,MICHIGAN REPUBLICAN PARTY,MI,MICHIGAN REPUBLICAN PARTY,,20B,NON-FEDERAL DISBURSEMENT LEVIN (L-4B) VOTER I,,,,2022-10-13 00:00:00,35362.99,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592348924,LANSING,48933,OTHER,,2022,SB,4120120221632544686,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126241,Levin Funds,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126172,21B,BF446779E1DB74192BB2,1653839,COM,OTHER COMMITTEE,,,WINRED,VA,,,,,CC PROCESSING FEES,,,2022-10-13 00:00:00,18.88,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4102720221592348924,ARLINGTON,222191891,OTHER,,2022,SB,4120120221632544659,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126172,Other Federal Operating Expenditures,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126167,21B,BD10F97F1033B4758809,1653839,ORG,ORGANIZATION,,,"REACH RIGHT DIGITAL MARKETING, LLC",VI,,,,,FUNDRAISING GENERAL LIST RENTAL FEE,,,2022-10-13 00:00:00,22.50,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4102720221592348924,ST THOMAS,008021311,ADMINISTRATIVE,,2022,SB,4120120221632544644,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126167,Other Federal Operating Expenditures,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126164,21B,BBB85502C56A84B3B8AA,1653839,ORG,ORGANIZATION,,,IMGE,VA,,,,,ONLINE FUNDRAISING FEE- NON CAND.,,,2022-10-13 00:00:00,32.52,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592348924,ALEXANDRIA,223143029,OTHER,,2022,SB,4120120221632544635,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126164,Other Federal Operating Expenditures,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126158,21B,B75F7026286254A7B9CF,1653839,ORG,ORGANIZATION,,,AD VICTORIAM,GA,,,,,ONLINE FUNDRAISING FEE- NON CAND.,,,2022-10-13 00:00:00,112.50,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,Y,,U,F3X,4102720221592348924,ALPHARETTA,300051612,OTHER,,2022,SB,4120120221632544616,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126158,Other Federal Operating Expenditures,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126181,30B,BE20068F9621A48AE9AD,1653839,IND,INDIVIDUAL,,,"SMITH, JACOB MR.",MI,,,,,REIMBURSEMENT- VOTER ID/NON CAND.,,,2022-10-12 00:00:00,67.75,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,SMITH,JACOB,,,,,,,,,,Y,,U,F3X,4102720221592348924,GRAND LEDGE,488371642,OTHER,,2022,SB,4120120221632544681,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126181,Federal Election Activity Paid Entirely With Federal Funds,MR.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126181,30B,B2314DF0504BA46F1B67,1653839,IND,INDIVIDUAL,,,"SMITH, JACOB MR.",MI,,,,,MILEAGE REIMBURSEMENT- VOTER ID/NON CAND.,,,2022-10-12 00:00:00,267.75,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,SMITH,JACOB,,,,,,,,,,Y,,U,F3X,4102720221592348924,GRAND LEDGE,488371642,OTHER,,2022,SB,4120120221632544680,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126181,Federal Election Activity Paid Entirely With Federal Funds,MR.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126180,30B,B19388AED4A3446E6B45,1653839,IND,INDIVIDUAL,,,"SANDS, JEFF MR.",MI,,,,,MILEAGE REIMBURSEMENT- VOTER ID/NON CAND.,,,2022-10-12 00:00:00,95.20,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,SANDS,JEFF,,,,,,,,,,Y,,U,F3X,4102720221592348924,BIRMINGHAM,480091422,OTHER,,2022,SB,4120120221632544678,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126180,Federal Election Activity Paid Entirely With Federal Funds,MR.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126179,30B,B2271D8D0BBB54701824,1653839,IND,INDIVIDUAL,,,"PILAR, MIGUEL MR.",MI,,,,,MILEAGE REIMBURSEMENT- VOTER ID/NON CAND.,,,2022-10-12 00:00:00,210.70,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,PILAR,MIGUEL,,,,,,,,,,Y,,U,F3X,4102720221592348924,LAKE ODESSA,488499566,OTHER,,2022,SB,4120120221632544675,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126179,Federal Election Activity Paid Entirely With Federal Funds,MR.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126178,30B,B4D1299AC75B643159F5,1653839,IND,INDIVIDUAL,,,"GUSTAFSON, DAN GERALD MR.",MI,,,,,MILEAGE REIMBURSEMENT- VOTER ID/NON CAND.,,,2022-10-12 00:00:00,187.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,GUSTAFSON,DAN,GERALD,,,,,,,,,Y,,U,F3X,4102720221592348924,EAST LANSING,488232726,OTHER,,2022,SB,4120120221632544672,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126178,Federal Election Activity Paid Entirely With Federal Funds,MR.,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126177,30B,B648F216C13A44C30802,1653839,ORG,ORGANIZATION,,,BRESSER'S INFORMATION SERVICE,MI,,,,,EXEMPT VOL. MAIL/POSTAGE-PAUL JUNGE,,,2022-10-12 00:00:00,10112.12,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592348924,DETROIT,482022902,ADMINISTRATIVE,,2022,SB,4120120221632544668,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126177,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00041160,MICHIGAN REPUBLICAN PARTY,2022,12G,202210279543126175,28A,BEA1D32BD5BCD433198F,1653839,IND,INDIVIDUAL,,,"BOONE, JAMES MR.",MI,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,REFUND OF CONTRIBUTION,,,2022-10-12 00:00:00,10.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,BOONE,JAMES,,010,Refunds of Contributions,,,,,,,Y,,U,F3X,4102720221592348924,GRAND HAVEN,49417,REFUNDS,,2022,SB,4120120221632544664,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543126175,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,MR.,,,,,
